X1,X2,X3,X4,X5,X6,X7,Y
728,619,645,141,74,306,281,153548.4
167,222,869,288,227,842,466,20291.6
351,469,922,785,128,160,361,89556.4
639,465,942,88,802,134,813,86668
730,52,820,937,786,476,927,2957.6
613,368,995,683,496,586,86,55537.6
304,164,503,37,652,342,618,10834.4
594,32,627,579,462,189,396,1569.6
31,222,928,741,865,692,323,21197.6
448,123,767,838,225,197,480,7729.6
911,130,379,377,288,89,25,7516
774,988,556,474,481,363,634,391407.6
509,579,466,282,881,857,550,134662.4
393,764,161,704,555,797,110,234888.4
878,611,230,391,619,635,567,150112.4
616,760,809,855,993,651,374,232752
235,105,252,980,393,945,824,6372
681,873,204,646,582,274,358,306145.6
580,358,162,11,791,555,428,51289.6
27,206,257,968,736,847,666,18912.4
594,455,486,378,953,531,80,83568
705,813,450,284,755,460,530,264957.6
993,69,92,222,761,429,37,2350.4
436,426,199,25,46,547,899,72642.4
942,941,634,831,332,820,739,355856.4
781,813,647,654,662,706,203,265697.6
211,417,735,587,844,607,374,70731.6
93,403,42,706,197,105,354,66377.6
474,928,296,13,721,936,382,344501.6
62,674,498,724,110,657,116,183160.4
801,635,600,349,774,938,785,161990
123,646,393,859,465,318,86,168646.4
20,155,591,909,613,148,298,11430
798,896,179,321,859,105,426,321770.4
937,799,163,523,731,925,677,256408.4
114,457,873,613,392,516,590,84767.6
569,513,119,243,472,153,307,105755.6
167,716,614,199,906,849,152,205462.4
839,92,119,344,323,693,241,4075.6
975,486,101,618,652,25,607,95716.4
720,736,39,42,337,555,409,216764.4
916,607,213,651,753,620,730,148683.6
146,466,277,266,765,306,561,87396.4
719,197,31,956,167,728,837,17437.6
122,508,544,912,548,389,953,105051.6
730,135,398,288,292,953,317,7868
295,220,883,473,900,980,820,20308
271,120,406,423,61,409,652,6608
967,564,943,152,552,687,419,127544.4
744,152,799,604,12,515,781,10451.6
60,149,379,282,461,712,46,9446.4
994,334,714,257,129,164,753,45138.4
294,352,801,243,778,779,862,50049.6
655,558,562,51,491,977,139,124649.6
364,16,16,538,878,858,256,1180.4
865,424,269,683,276,542,214,73278.4
789,256,535,668,476,930,322,27552.4
263,431,482,918,873,602,247,76142.4
527,950,298,547,441,588,463,362096
549,418,78,395,859,170,799,70681.6
599,360,777,329,464,71,956,52500
563,220,744,813,845,203,189,20988
486,786,680,840,193,953,814,248800.4
516,148,948,290,715,782,491,9343.6
831,174,134,108,488,607,378,12328.4
632,976,72,151,766,538,667,381334.4
571,643,447,326,546,336,783,166033.6
870,591,718,954,794,116,804,141622.4
432,665,97,905,465,84,88,178702
564,820,737,846,185,787,783,270654
292,829,78,244,773,339,139,275386.4
338,27,123,103,456,226,864,499.6
713,777,30,649,545,196,406,242791.6
94,190,868,498,608,248,798,15438
698,651,185,591,585,485,10,170704.4
663,730,671,247,646,158,387,213656
330,751,427,478,528,152,378,226558.4
150,851,153,153,554,494,580,289988.4
561,798,207,797,709,574,52,256317.6
584,210,314,38,701,847,803,17718
505,677,953,977,317,233,690,185287.6
563,48,825,940,785,699,844,2803.6
371,553,478,208,949,498,606,122741.6
864,150,412,13,469,658,594,9028
148,539,119,309,478,70,501,116828.4
781,656,917,35,168,341,531,172206.4
767,878,475,498,688,462,161,309351.6
832,274,253,603,160,400,317,31238.4
507,960,778,326,244,344,460,369294
982,308,1000,403,501,858,743,38753.6
481,627,201,298,917,916,497,157849.6
759,237,280,918,449,735,308,24305.6
407,602,624,317,875,854,257,145597.6
892,935,870,655,420,251,985,351002
113,593,531,750,176,274,728,142161.6
627,697,980,171,296,21,37,194667.6
275,358,239,45,914,60,251,51357.6
678,403,28,597,348,181,613,66159.6
645,149,110,636,887,664,79,10154.4
355,559,753,15,25,188,812,125024.4
223,196,745,547,115,90,367,16462.4
1000,251,723,825,426,801,144,26852.4
13,515,231,930,246,509,148,107952
937,206,222,619,602,715,394,18214.4
221,253,70,170,547,757,409,25945.6
546,491,336,453,80,337,859,97340.4
1001,561,200,615,911,471,687,127120.4
794,580,221,44,190,97,790,134650
344,841,141,609,187,131,233,284132.4
472,832,468,935,702,544,90,278761.6
584,659,559,855,111,307,482,175424.4
956,698,401,581,312,379,389,196045.6
236,212,144,257,764,972,93,18493.6
793,581,694,713,670,193,669,136452.4
722,564,648,229,169,829,725,127698.4
955,467,516,572,574,118,654,88381.6
51,103,493,425,467,138,29,5095.6
146,169,644,236,255,871,313,11898.4
614,308,545,798,250,988,27,39543.6
818,669,389,737,621,668,203,180500.4
409,968,136,707,961,969,942,376225.6
561,968,845,295,557,411,90,375401.6
808,623,409,859,586,557,235,156971.6
843,481,595,916,945,589,798,94378.4
141,317,656,570,599,52,276,41337.6
559,457,60,184,927,575,276,83909.6
491,933,907,218,572,276,912,348633.6
763,727,88,394,472,37,838,212201.6
234,153,391,386,32,245,425,10137.6
641,117,695,395,356,679,597,6267.6
861,527,866,691,806,63,813,112475.6
371,472,537,803,440,666,312,90721.6
213,762,562,581,430,756,358,233421.6
110,86,790,682,450,38,19,4324.4
10,731,421,366,685,341,585,214478.4
453,670,373,243,753,634,29,180048
241,78,22,365,623,597,870,3165.6
234,174,399,136,95,637,331,12384.4
743,887,25,233,331,269,904,315175.6
649,682,506,65,588,491,409,186181.6
360,751,855,619,903,754,301,226840.4
169,420,920,843,203,858,760,72248
836,94,948,932,68,444,154,5400.4
183,775,466,748,435,592,900,241748
390,986,293,706,724,994,552,390292.4
861,492,628,570,864,731,971,97967.6
97,228,414,624,44,48,930,22043.6
99,21,669,314,914,222,23,806.4
680,24,496,767,246,230,803,1766.4
684,439,23,912,853,720,792,78914.4
363,317,850,953,703,979,489,42103.6
249,845,662,616,591,993,259,286844
204,725,811,891,336,228,173,212034
846,354,859,936,852,308,274,52000.4
825,459,526,615,467,871,418,85504.4
813,893,217,340,47,225,216,319661.6
64,673,596,620,173,87,23,182413.6
877,391,221,227,536,28,592,61608.4
810,719,623,406,453,26,824,207598.4
356,47,971,708,793,880,844,2301.6
783,994,848,887,791,773,695,396990.4
77,354,103,589,847,872,830,51306.4
939,184,761,47,77,552,541,13638.4
515,299,630,520,679,220,346,36802.4
987,361,997,363,174,881,341,52856.4
385,117,114,379,733,49,863,6235.6
327,19,997,116,164,501,132,378.4
265,892,872,886,744,569,324,320039.6
303,914,473,573,157,653,449,335306.4
570,724,607,55,674,97,531,209782.4
271,929,136,625,622,173,775,346468.4
942,457,986,624,892,966,848,84789.6
724,920,929,60,564,387,250,338682
482,767,252,554,406,654,650,236425.6
920,789,94,328,158,781,449,249666.4
917,254,728,616,337,136,653,27040.4
223,77,112,720,745,73,336,3813.6
533,997,831,646,799,398,876,398897.6
391,374,124,938,584,328,932,57828.4
408,108,766,819,628,400,885,6305.6
72,478,470,293,284,938,964,91981.6
860,903,388,173,59,27,885,326511.6
582,849,654,846,408,133,983,290014.4
107,435,804,58,335,170,195,75808
172,191,54,233,880,691,201,15060.4
137,994,127,124,210,961,23,395464.4
353,209,16,475,891,442,463,18424.4
123,626,691,430,189,422,692,157612.4
793,461,504,315,326,187,649,85640.4
264,848,650,513,74,853,899,288669.6
404,259,514,151,770,809,786,27136.4
341,318,30,494,355,19,780,41439.6
764,349,28,919,101,145,573,50560.4
221,530,166,584,401,959,97,113530
650,59,363,739,952,579,946,2872.4
97,495,671,640,753,682,236,99292
348,938,845,821,85,480,683,353581.6
332,307,823,609,310,338,342,38919.6
22,566,208,967,154,806,683,130078.4
898,776,415,702,273,85,533,242276.4
115,808,10,102,263,514,312,261351.6
400,649,856,524,35,623,548,169530.4
889,25,649,912,377,64,81,2076
134,659,770,290,802,383,697,174294.4
81,75,481,869,153,666,35,3990
33,672,365,916,600,663,148,182467.6
57,359,912,550,418,708,760,52654.4
711,747,86,293,16,747,597,223791.6
415,93,701,311,537,918,898,4083.6
231,899,836,580,742,780,821,324442.4
333,28,43,204,845,839,49,723.6
566,908,610,26,859,90,314,329839.6
673,20,681,620,473,103,777,1402
420,297,697,347,434,779,431,35979.6
128,477,660,331,857,807,446,91675.6
224,415,570,684,448,887,453,70260
906,28,541,774,951,911,689,1863.6
88,313,431,229,130,900,152,39647.6
666,379,957,172,441,343,910,57802.4
198,665,88,665,685,346,836,178222
902,109,502,962,732,954,209,6678.4
86,484,722,269,840,279,116,94242.4
65,453,323,461,422,745,778,83007.6
887,885,406,748,24,751,835,314788
778,967,144,898,575,666,56,375833.6
335,662,351,574,209,711,982,176447.6
887,311,31,503,992,552,162,39696.4
924,474,361,464,178,652,980,90800.4
281,82,762,297,139,164,150,3285.6
503,794,692,726,119,17,677,253628.4
695,45,504,975,1001,193,393,2762
631,575,272,63,761,408,102,132378
60,990,145,756,996,590,235,393554
304,536,829,830,278,318,239,116580.4
58,697,543,532,657,717,967,195389.6
985,270,997,306,638,296,897,29774
624,888,901,406,63,391,710,316231.6
95,558,768,976,198,436,870,126499.6
818,115,46,214,958,995,63,5720
479,80,372,538,209,860,604,3638
665,853,920,714,759,926,756,292473.6
955,77,525,79,970,651,751,2531.6
690,863,261,701,585,806,721,299311.6
346,676,44,61,95,904,399,182914.4
310,880,921,103,254,472,642,309968
466,753,96,119,774,866,837,227043.6
568,695,285,613,564,849,356,194438
712,477,492,809,947,505,582,92631.6
398,190,328,376,825,128,230,15194
