X1,X2,X3,X4,Y
4605,2505,450,486,-58.3333333333333
3128,1239,484,63,4.48693586698337
2160,4432,600,464,-16.7058823529412
4988,4121,463,120,2.52769679300292
995,1469,436,424,-39.5
1010,2842,480,75,-4.52345679012346
2796,553,434,122,7.18910256410256
3687,1847,466,381,21.6470588235294
2599,826,434,433,1773
4103,3546,440,140,1.85666666666667
2214,1255,432,494,-15.4677419354839
1673,1700,455,31,-0.063679245283019
1136,1154,489,346,-0.125874125874126
3148,4623,424,479,26.8181818181818
2312,733,483,309,9.07471264367816
2646,4324,404,248,-10.7564102564103
2343,3527,436,229,-5.71980676328502
1792,1454,453,124,1.0273556231003
4849,3108,464,151,5.56230031948882
1738,2629,403,424,42.4285714285714
786,1448,457,18,-1.50797266514806
4834,3140,420,79,4.96774193548387
2231,839,434,269,8.43636363636364
4078,863,492,282,15.3095238095238
3459,1291,466,418,45.1666666666667
3647,3744,431,484,1.83018867924528
1416,3099,407,232,-9.61714285714286
2543,4579,418,417,-2036
1184,900,490,371,2.38655462184874
4076,1732,435,391,53.2727272727273
3352,4946,433,88,-4.62028985507246
1720,1382,427,472,-7.51111111111111
2425,804,484,372,14.4732142857143
1535,1863,469,175,-1.1156462585034
4816,4668,498,348,0.986666666666667
532,4346,419,51,-10.3641304347826
585,4662,453,219,-17.4230769230769
3757,1721,488,470,113.111111111111
3651,2487,401,431,-38.8
1095,3094,418,164,-7.87007874015748
3479,3851,424,320,-3.57692307692308
2348,4938,407,292,-22.5217391304348
3095,3113,458,135,-0.055727554179567
4478,1084,414,487,-46.4931506849315
2331,1153,490,157,3.53753753753754
2031,2010,488,498,-2.1
766,3108,488,242,-9.52032520325203
4050,4829,464,53,-1.89537712895377
2459,4799,417,52,-6.41095890410959
4044,2543,461,438,65.2608695652174
2068,3503,405,306,-14.4949494949495
2245,1659,483,13,1.2468085106383
2121,2997,452,49,-2.17369727047146
2695,549,495,39,4.70614035087719
2124,1691,455,399,7.73214285714286
1607,4443,429,456,105.037037037037
3365,3488,494,232,-0.469465648854962
837,3184,461,77,-6.11197916666667
1329,4058,412,336,-35.9078947368421
1597,3970,405,220,-12.827027027027
1064,2975,431,88,-5.57142857142857
4581,580,452,463,-363.727272727273
3643,2738,436,298,6.55797101449275
1506,1539,460,71,-0.084832904884319
2365,1244,406,161,4.57551020408163
4184,1369,418,213,13.7317073170732
672,3671,469,213,-11.71484375
4301,4424,431,266,-0.745454545454545
4970,3855,492,337,7.19354838709677
4070,1944,470,397,29.1232876712329
3142,1303,493,53,4.17954545454546
1239,1558,459,203,-1.24609375
3056,2753,497,485,25.25
4833,920,405,483,-50.1666666666667
2335,1237,473,114,3.05849582172702
639,4109,455,416,-88.974358974359
3619,1922,495,153,4.96198830409357
3553,3378,490,33,0.382932166301969
2740,922,474,25,4.04899777282851
1280,3127,499,197,-6.1158940397351
1996,3453,443,162,-5.18505338078292
1137,4077,458,315,-20.5594405594406
638,2553,464,341,-15.5691056910569
656,4541,400,173,-17.1145374449339
4323,1515,410,195,13.0604651162791
1293,1642,475,409,-5.28787878787879
3304,2313,497,429,14.5735294117647
1542,1839,490,422,-4.36764705882353
1605,4330,470,499,93.9655172413793
1811,2391,497,315,-3.18681318681319
2122,2514,489,171,-1.23270440251572
2446,2568,466,168,-0.409395973154362
3843,1693,473,462,195.454545454545
2643,4688,470,150,-6.390625
3045,2210,408,242,5.03012048192771
1814,1575,494,263,1.03463203463203
1388,3234,452,35,-4.42685851318945
547,3616,414,500,35.6860465116279
3892,3027,440,315,6.92
896,697,467,209,0.771317829457364
2073,3279,420,181,-5.04602510460251
3371,2728,424,409,42.8666666666667
4472,4091,482,68,0.920289855072464
3493,1209,409,402,326.285714285714
1568,2169,420,92,-1.83231707317073
4762,1191,493,241,14.1706349206349
2981,2505,467,482,-31.7333333333333
2295,1354,470,167,3.10561056105611
3557,1387,480,161,6.8025078369906
1940,4021,411,149,-7.94274809160305
4269,921,430,274,21.4615384615385
4032,1174,411,278,21.4887218045113
4117,4498,432,390,-9.07142857142857
3562,4289,426,349,-9.44155844155844
4856,3131,456,215,7.15767634854772
766,4821,479,276,-19.9753694581281
2578,3115,439,73,-1.4672131147541
3912,964,473,395,37.7948717948718
988,3551,409,188,-11.5972850678733
2207,884,420,490,-18.9
967,804,455,52,0.404466501240695
3454,2506,402,308,10.0851063829787
3491,795,480,88,6.87755102040816
2766,4634,430,211,-8.5296803652968
3504,1032,472,397,32.96
1587,2335,400,422,34
3673,1324,409,477,-34.5441176470588
4551,3945,418,223,3.10769230769231
1656,3081,422,85,-4.22848664688427
3737,1453,430,492,-36.8387096774194
1411,2719,485,284,-6.50746268656716
1402,611,412,375,21.3783783783784
3040,1319,478,439,44.1282051282051
2828,2969,447,219,-0.618421052631579
1088,3779,489,244,-10.9836734693878
1752,1964,467,272,-1.08717948717949
4728,1915,459,105,7.94632768361582
2116,2905,421,359,-12.7258064516129
2484,4106,483,417,-24.5757575757576
4904,1159,403,340,59.4444444444444
3420,4957,458,420,-40.4473684210526
2513,2421,420,472,-1.76923076923077
577,1173,419,362,-10.4561403508772
1256,4344,487,192,-10.4677966101695
1626,867,479,66,1.83777239709443
979,1300,405,454,6.55102040816327
1520,2699,448,395,-22.2452830188679
2705,3968,453,63,-3.23846153846154
2914,2348,429,428,566
4020,4538,457,41,-1.24519230769231
4474,3886,410,205,2.86829268292683
557,4572,429,228,-19.9751243781095
854,1563,461,481,35.45
4072,1846,497,406,24.4615384615385
3931,1080,413,419,-475.166666666667
2075,1494,443,241,2.87623762376238
2393,3692,409,310,-13.1212121212121
4874,921,419,346,54.1506849315069
1399,2750,490,123,-3.68119891008174
2717,875,456,352,17.7115384615385
3702,1143,437,79,7.14804469273743
558,1172,440,100,-1.80588235294118
1827,913,466,94,2.45698924731183
4611,1515,481,231,12.384
797,2792,464,78,-5.16839378238342
3929,847,448,250,15.5656565656566
1455,1191,433,240,1.36787564766839
2411,1669,420,391,25.5862068965517
2894,2074,432,488,-14.6428571428571
3037,4670,496,168,-4.97865853658537
2037,2314,426,351,-3.69333333333333
1639,3017,487,448,-35.3333333333333
1675,2548,489,47,-1.97511312217195
3203,997,404,72,6.64457831325301
3171,1203,441,448,-281.142857142857
3290,3778,500,35,-1.0494623655914
2236,3205,493,460,-29.3636363636364
3898,3689,495,117,0.552910052910053
3811,3428,439,374,5.89230769230769
3520,3783,420,374,-5.71739130434783
1309,3688,500,400,-23.79
2997,2733,475,400,3.52
4590,1489,430,58,8.33602150537634
3479,1018,413,35,6.51058201058201
1159,650,441,74,1.38692098092643
3539,1466,462,278,11.2663043478261
2126,4145,450,138,-6.47115384615385
2599,2546,459,261,0.267676767676768
3143,1753,500,428,19.3055555555556
3554,4081,457,57,-1.3175
584,2858,451,178,-8.32967032967033
1474,4086,450,11,-5.9498861047836
3185,867,420,308,20.6964285714286
1601,4688,489,175,-9.8312101910828
2905,2766,400,330,1.98571428571429
3492,2584,484,273,4.30331753554502
3730,2801,409,360,18.9591836734694
4317,4369,484,35,-0.115812917594655
920,1092,495,402,-1.8494623655914
2199,4883,496,437,-45.4915254237288
3267,3267,471,493,0
3150,3926,449,309,-5.54285714285714
3936,2194,444,488,-39.5909090909091
4266,3670,496,478,33.1111111111111
1098,4443,436,262,-19.2241379310345
1070,3430,414,427,181.538461538462
2904,2628,439,93,0.797687861271676
3684,3548,483,350,1.02255639097744
4591,770,403,411,-477.625
4110,1773,419,449,-77.9
1528,4293,435,42,-7.03562340966921
4793,3331,500,320,8.12222222222222
1283,3954,446,272,-15.3505747126437
4521,4422,429,410,5.21052631578947
